date,storage,inflow,outflow,evaporation,elevation,,,,,,,
12/12/68,NA,2503.205,2123.76,NA,NA,,,,,,,
12/13/68,NA,2313.483,1993.503,NA,NA,,,,,,,
12/14/68,NA,2030.315,1945.364,NA,NA,,,,,,,
12/15/68,NA,1902.889,1894.394,NA,NA,,,,,,,
12/16/68,NA,2118.097,2276.671,NA,NA,,,,,,,
12/17/68,NA,2341.799,3029.898,NA,NA,,,,,,,
12/18/68,NA,2118.097,3058.214,NA,NA,,,,,,,
12/19/68,NA,1894.394,2568.334,NA,NA,,,,,,,
12/20/68,NA,1857.582,2307.819,NA,NA,,,,,,,
12/21/68,NA,1857.582,2602.314,NA,NA,,,,,,,
12/22/68,NA,1885.899,3001.581,NA,NA,,,,,,,
12/23/68,NA,1985.008,3114.848,NA,NA,,,,,,,
12/24/68,NA,1962.354,2548.512,NA,NA,,,,,,,
12/25/68,NA,1775.463,2166.235,NA,NA,,,,,,,
12/26/68,NA,1503.622,2423.918,NA,NA,,,,,,,
12/27/68,NA,1687.681,3086.531,NA,NA,,,,,,,
12/28/68,NA,1795.285,3058.214,NA,NA,,,,,,,
12/29/68,NA,1517.78,3114.848,NA,NA,,,,,,,
12/30/68,NA,1427.167,2973.264,NA,NA,,,,,,,
12/31/68,NA,1407.345,2746.73,NA,NA,,,,,,,
1/1/69,NA,1480.969,2548.512,NA,NA,,,,,,,
1/2/69,NA,1563.087,3228.115,NA,NA,,,,,,,
1/3/69,NA,1860.414,2831.68,NA,NA,,,,,,,
1/4/69,NA,1582.909,2661.779,NA,NA,,,,,,,
1/5/69,NA,1639.543,2406.928,NA,NA,,,,,,,
1/6/69,NA,1676.355,1925.542,NA,NA,,,,,,,
1/7/69,NA,2001.998,2446.572,NA,NA,,,,,,,
1/8/69,NA,2344.631,2160.572,NA,NA,,,,,,,
1/9/69,NA,2361.621,1905.721,NA,NA,,,,,,,
1/10/69,NA,2474.888,1846.255,NA,NA,,,,,,,
1/11/69,NA,2432.413,2050.136,NA,NA,,,,,,,
1/12/69,NA,2497.542,2217.205,NA,NA,,,,,,,
1/13/69,NA,2035.978,2166.235,NA,NA,,,,,,,
1/14/69,NA,2030.315,2106.77,NA,NA,,,,,,,
1/15/69,NA,2016.156,3029.898,NA,NA,,,,,,,
1/16/69,NA,2112.433,3058.214,NA,NA,,,,,,,
1/17/69,NA,1945.364,3001.581,NA,NA,,,,,,,
1/18/69,NA,2030.315,3001.581,NA,NA,,,,,,,
1/19/69,NA,1939.701,2973.264,NA,NA,,,,,,,
1/20/69,NA,1934.037,2715.581,NA,NA,,,,,,,
1/21/69,NA,1990.671,2859.997,NA,NA,,,,,,,
1/22/69,NA,2092.612,2973.264,NA,NA,,,,,,,
1/23/69,NA,2319.146,2973.264,NA,NA,,,,,,,
1/24/69,NA,2273.839,3143.165,NA,NA,,,,,,,
1/25/69,NA,1990.671,3398.016,NA,NA,,,,,,,
1/26/69,NA,2160.572,3681.184,NA,NA,,,,,,,
1/27/69,NA,1996.334,3624.55,NA,NA,,,,,,,
1/28/69,NA,2290.829,3539.6,NA,NA,,,,,,,
1/29/69,NA,2171.899,3482.966,NA,NA,,,,,,,
1/30/69,NA,2064.295,3313.066,NA,NA,,,,,,,
1/31/69,NA,2208.71,3511.283,NA,NA,,,,,,,
2/1/69,NA,2503.205,3681.184,NA,NA,,,,,,,
2/2/69,NA,2415.423,3907.718,NA,NA,,,,,,,
2/3/69,NA,1996.334,3398.016,NA,NA,,,,,,,
2/4/69,NA,1817.939,3199.798,NA,NA,,,,,,,
2/5/69,NA,1656.533,3001.581,NA,NA,,,,,,,
2/6/69,NA,1866.077,2973.264,NA,NA,,,,,,,
2/7/69,NA,1990.671,3114.848,NA,NA,,,,,,,
2/8/69,NA,1911.384,3256.432,NA,NA,,,,,,,
2/9/69,NA,1851.919,3171.482,NA,NA,,,,,,,
2/10/69,NA,1953.859,3114.848,NA,NA,,,,,,,
2/11/69,NA,2041.641,3199.798,NA,NA,,,,,,,
2/12/69,NA,1999.166,3199.798,NA,NA,,,,,,,
2/13/69,NA,2106.77,3228.115,NA,NA,,,,,,,
2/14/69,NA,2024.651,3199.798,NA,NA,,,,,,,
2/15/69,NA,1965.186,3143.165,NA,NA,,,,,,,
2/16/69,NA,1973.681,3171.482,NA,NA,,,,,,,
2/17/69,NA,2103.938,3256.432,NA,NA,,,,,,,
2/18/69,NA,2055.8,3171.482,NA,NA,,,,,,,
2/19/69,NA,2024.651,3171.482,NA,NA,,,,,,,
2/20/69,NA,2194.552,3313.066,NA,NA,,,,,,,
2/21/69,NA,2137.918,3199.798,NA,NA,,,,,,,
2/22/69,NA,2021.82,3143.165,NA,NA,,,,,,,
2/23/69,NA,2106.77,3199.798,NA,NA,,,,,,,
2/24/69,NA,1707.503,2797.7,NA,NA,,,,,,,
2/25/69,NA,1642.374,2692.928,NA,NA,,,,,,,
2/26/69,NA,1628.216,2656.116,NA,NA,,,,,,,
2/27/69,NA,1625.384,2610.809,NA,NA,,,,,,,
2/28/69,NA,1670.691,2573.997,NA,NA,,,,,,,
3/1/69,NA,1786.79,2786.373,NA,NA,,,,,,,
3/2/69,NA,2007.661,2814.69,NA,NA,,,,,,,
3/3/69,NA,2188.889,3199.798,NA,NA,,,,,,,
3/4/69,NA,2254.017,3256.432,NA,NA,,,,,,,
3/5/69,NA,2075.621,3058.214,NA,NA,,,,,,,
3/6/69,NA,1798.117,2792.036,NA,NA,,,,,,,
3/7/69,NA,1832.097,2772.215,NA,NA,,,,,,,
3/8/69,NA,1732.988,2704.254,NA,NA,,,,,,,
3/9/69,NA,1727.325,2704.254,NA,NA,,,,,,,
3/10/69,NA,1778.295,2916.63,NA,NA,,,,,,,
3/11/69,NA,1823.602,2698.591,NA,NA,,,,,,,
3/12/69,NA,2154.908,3001.581,NA,NA,,,,,,,
3/13/69,NA,2084.116,2944.947,NA,NA,,,,,,,
3/14/69,NA,1857.582,2701.423,NA,NA,,,,,,,
3/15/69,NA,2188.889,3029.898,NA,NA,,,,,,,
3/16/69,NA,2129.423,2973.264,NA,NA,,,,,,,
3/17/69,NA,1928.374,2772.215,NA,NA,,,,,,,
3/18/69,NA,2203.047,3058.214,NA,NA,,,,,,,
3/19/69,NA,2152.077,2973.264,NA,NA,,,,,,,
3/20/69,NA,2055.8,2944.947,NA,NA,,,,,,,
3/21/69,NA,2353.126,2888.314,NA,NA,,,,,,,
3/22/69,NA,2191.72,2743.898,NA,NA,,,,,,,
3/23/69,NA,2287.997,2769.383,NA,NA,,,,,,,
3/24/69,NA,2344.631,3114.848,NA,NA,,,,,,,
3/25/69,NA,2452.235,3256.432,NA,NA,,,,,,,
3/26/69,NA,2381.443,3199.798,NA,NA,,,,,,,
3/27/69,NA,2069.958,2859.997,NA,NA,,,,,,,
3/28/69,NA,3103.521,3058.214,NA,NA,,,,,,,
3/29/69,NA,2817.522,3341.382,NA,NA,,,,,,,
3/30/69,NA,2868.492,3086.531,NA,NA,,,,,,,
3/31/69,NA,3069.541,3482.966,NA,NA,,,,,,,
4/1/69,NA,3485.798,3681.184,NA,NA,,,,,,,
4/2/69,NA,3650.036,3851.085,NA,NA,,,,,,,
4/3/69,NA,3831.263,3992.669,NA,NA,,,,,,,
4/4/69,NA,4009.659,4162.57,NA,NA,,,,,,,
4/5/69,NA,3992.669,4275.837,NA,NA,,,,,,,
4/6/69,NA,4193.718,4389.104,NA,NA,,,,,,,
4/7/69,NA,4709.084,4785.539,NA,NA,,,,,,,
4/8/69,NA,4686.43,5012.074,NA,NA,,,,,,,
4/9/69,NA,4830.846,5097.024,NA,NA,,,,,,,
4/10/69,NA,4870.49,5181.974,NA,NA,,,,,,,
4/11/69,NA,5060.212,5097.024,NA,NA,,,,,,,
4/12/69,NA,5026.232,5153.658,NA,NA,,,,,,,
4/13/69,NA,5046.054,5125.341,NA,NA,,,,,,,
4/14/69,NA,5142.331,5153.658,NA,NA,,,,,,,
4/15/69,NA,5269.756,5153.658,NA,NA,,,,,,,
4/16/69,NA,5332.053,5153.658,NA,NA,,,,,,,
4/17/69,NA,5436.826,5181.974,NA,NA,,,,,,,
4/18/69,NA,5473.637,5380.192,NA,NA,,,,,,,
4/19/69,NA,5450.984,5578.41,NA,NA,,,,,,,
4/20/69,NA,5164.984,5578.41,NA,NA,,,,,,,
4/21/69,NA,4912.965,5550.093,NA,NA,,,,,,,
4/22/69,NA,4819.519,5521.776,NA,NA,,,,,,,
4/23/69,NA,4898.806,5635.043,NA,NA,,,,,,,
4/24/69,NA,5535.934,5719.994,NA,NA,,,,,,,
4/25/69,NA,5705.835,5748.31,NA,NA,,,,,,,
4/26/69,NA,5666.192,5719.994,NA,NA,,,,,,,
4/27/69,NA,5538.766,5691.677,NA,NA,,,,,,,
4/28/69,NA,5504.786,5663.36,NA,NA,,,,,,,
4/29/69,NA,5773.796,5663.36,NA,NA,,,,,,,
4/30/69,NA,5841.756,5719.994,NA,NA,,,,,,,
5/1/69,NA,5824.766,5719.994,NA,NA,,,,,,,
5/2/69,NA,5952.191,5748.31,NA,NA,,,,,,,
5/3/69,NA,6105.102,5776.627,NA,NA,,,,,,,
5/4/69,NA,5739.815,5776.627,NA,NA,,,,,,,
5/5/69,NA,5671.855,5776.627,NA,NA,,,,,,,
5/6/69,NA,5652.033,5748.31,NA,NA,,,,,,,
5/7/69,NA,5584.073,5719.994,NA,NA,,,,,,,
5/8/69,NA,5567.083,5748.31,NA,NA,,,,,,,
5/9/69,NA,5836.092,5748.31,NA,NA,,,,,,,
5/10/69,NA,6099.439,5748.31,NA,NA,,,,,,,
5/11/69,NA,6444.904,5776.627,NA,NA,,,,,,,
5/12/69,NA,6495.874,5606.726,NA,NA,,,,,,,
5/13/69,NA,6753.557,5578.41,NA,NA,,,,,,,
5/14/69,NA,7002.745,5550.093,NA,NA,,,,,,,
5/15/69,NA,7438.823,5521.776,NA,NA,,,,,,,
5/16/69,NA,8461.06,5691.677,NA,NA,,,,,,,
5/17/69,NA,9222.782,5861.578,NA,NA,,,,,,,
5/18/69,NA,9146.326,6088.112,NA,NA,,,,,,,
5/19/69,NA,9171.812,6201.379,NA,NA,,,,,,,
5/20/69,NA,9336.049,6059.795,NA,NA,,,,,,,
5/21/69,NA,9265.257,5889.894,NA,NA,,,,,,,
5/22/69,NA,9324.722,5804.944,NA,NA,,,,,,,
5/23/69,NA,9372.861,5719.994,NA,NA,,,,,,,
5/24/69,NA,9302.069,5493.459,NA,NA,,,,,,,
5/25/69,NA,9624.88,5719.994,NA,NA,,,,,,,
5/26/69,NA,9392.683,5776.627,NA,NA,,,,,,,
5/27/69,NA,9248.267,5776.627,NA,NA,,,,,,,
5/28/69,NA,8786.703,5719.994,NA,NA,,,,,,,
5/29/69,NA,8078.783,5635.043,NA,NA,,,,,,,
5/30/69,NA,8132.585,5408.509,NA,NA,,,,,,,
5/31/69,NA,7843.754,5408.509,NA,NA,,,,,,,
6/1/69,NA,7937.199,5323.558,NA,NA,,,,,,,
6/2/69,NA,8016.486,5351.875,NA,NA,,,,,,,
6/3/69,NA,8330.803,5351.875,NA,NA,,,,,,,
6/4/69,NA,8296.822,5351.875,NA,NA,,,,,,,
6/5/69,NA,8220.367,5351.875,NA,NA,,,,,,,
6/6/69,NA,8299.654,5295.242,NA,NA,,,,,,,
6/7/69,NA,8175.06,5380.192,NA,NA,,,,,,,
6/8/69,NA,8078.783,5351.875,NA,NA,,,,,,,
6/9/69,NA,8217.535,5606.726,NA,NA,,,,,,,
6/10/69,NA,7795.615,5804.944,NA,NA,,,,,,,
6/11/69,NA,7654.031,5804.944,NA,NA,,,,,,,
6/12/69,NA,7931.536,5946.528,NA,NA,,,,,,,
6/13/69,NA,7526.605,6088.112,NA,NA,,,,,,,
6/14/69,NA,7552.091,6088.112,NA,NA,,,,,,,
6/15/69,NA,7251.932,6088.112,NA,NA,,,,,,,
6/16/69,NA,6934.784,6201.379,NA,NA,,,,,,,
6/17/69,NA,6779.042,6229.696,NA,NA,,,,,,,
6/18/69,NA,6626.131,6059.795,NA,NA,,,,,,,
6/19/69,NA,6733.735,5946.528,NA,NA,,,,,,,
6/20/69,NA,7025.398,5946.528,NA,NA,,,,,,,
6/21/69,NA,7104.685,5946.528,NA,NA,,,,,,,
6/22/69,NA,6985.755,5946.528,NA,NA,,,,,,,
6/23/69,NA,6759.22,5918.211,NA,NA,,,,,,,
6/24/69,NA,7438.823,5946.528,NA,NA,,,,,,,
6/25/69,NA,7461.477,5946.528,NA,NA,,,,,,,
6/26/69,NA,7472.804,6116.429,NA,NA,,,,,,,
6/27/69,NA,7699.338,6371.28,NA,NA,,,,,,,
6/28/69,NA,7974.011,6399.597,NA,NA,,,,,,,
6/29/69,NA,8033.476,6371.28,NA,NA,,,,,,,
6/30/69,NA,7877.734,6654.448,NA,NA,,,,,,,
7/1/69,NA,7662.526,7107.517,NA,NA,,,,,,,
7/2/69,NA,7594.566,7022.566,NA,NA,,,,,,,
7/3/69,NA,7634.209,7164.15,NA,NA,,,,,,,
7/4/69,NA,7464.308,7164.15,NA,NA,,,,,,,
7/5/69,NA,7353.873,7050.883,NA,NA,,,,,,,
7/6/69,NA,7237.774,7079.2,NA,NA,,,,,,,
7/7/69,NA,7175.477,7079.2,NA,NA,,,,,,,
7/8/69,NA,7082.032,6767.715,NA,NA,,,,,,,
7/9/69,NA,6592.151,6541.181,NA,NA,,,,,,,
7/10/69,NA,6277.835,6342.963,NA,NA,,,,,,,
7/11/69,NA,6280.666,6116.429,NA,NA,,,,,,,
7/12/69,NA,5969.181,5918.211,NA,NA,,,,,,,
7/13/69,NA,6039.973,5918.211,NA,NA,,,,,,,
7/14/69,NA,6139.082,5578.41,NA,NA,,,,,,,
7/15/69,NA,5739.815,5351.875,NA,NA,,,,,,,
7/16/69,NA,5031.895,5125.341,NA,NA,,,,,,,
7/17/69,NA,4471.223,4785.539,NA,NA,,,,,,,
7/18/69,NA,4216.372,4587.322,NA,NA,,,,,,,
7/19/69,NA,3978.51,4247.52,NA,NA,,,,,,,
7/20/69,NA,3904.887,4190.886,NA,NA,,,,,,,
7/21/69,NA,3814.273,3426.333,NA,NA,,,,,,,
7/22/69,NA,3859.58,3709.501,NA,NA,,,,,,,
7/23/69,NA,3579.244,3369.699,NA,NA,,,,,,,
7/24/69,NA,3420.669,2973.264,NA,NA,,,,,,,
7/25/69,NA,3502.788,3086.531,NA,NA,,,,,,,
7/26/69,NA,3545.263,3171.482,NA,NA,,,,,,,
7/27/69,NA,3785.956,3313.066,NA,NA,,,,,,,
7/28/69,NA,3970.015,3029.898,NA,NA,,,,,,,
7/29/69,NA,3805.778,3086.531,NA,NA,,,,,,,
7/30/69,NA,3819.936,3143.165,NA,NA,,,,,,,
7/31/69,NA,3737.818,3058.214,NA,NA,,,,,,,
8/1/69,NA,3607.56,3058.214,NA,NA,,,,,,,
8/2/69,NA,3199.798,3086.531,NA,NA,,,,,,,
8/3/69,NA,3225.284,3143.165,NA,NA,,,,,,,
8/4/69,NA,3055.383,3114.848,NA,NA,,,,,,,
8/5/69,NA,3315.897,3058.214,NA,NA,,,,,,,
8/6/69,NA,3429.164,2888.314,NA,NA,,,,,,,
8/7/69,NA,3562.253,3114.848,NA,NA,,,,,,,
8/8/69,NA,3562.253,3001.581,NA,NA,,,,,,,
8/9/69,NA,3321.561,3114.848,NA,NA,,,,,,,
8/10/69,NA,3216.788,3228.115,NA,NA,,,,,,,
8/11/69,NA,3148.828,3171.482,NA,NA,,,,,,,
8/12/69,NA,2936.452,2973.264,NA,NA,,,,,,,
8/13/69,NA,2896.809,2290.829,NA,NA,,,,,,,
8/14/69,NA,2893.977,2324.809,NA,NA,,,,,,,
8/15/69,NA,2775.046,2534.354,NA,NA,,,,,,,
8/16/69,NA,2766.551,2605.146,NA,NA,,,,,,,
8/17/69,NA,2755.225,2585.324,NA,NA,,,,,,,
8/18/69,NA,2786.373,2619.304,NA,NA,,,,,,,
8/19/69,NA,2893.977,2593.819,NA,NA,,,,,,,
8/20/69,NA,2752.393,2610.809,NA,NA,,,,,,,
8/21/69,NA,2775.046,2588.156,NA,NA,,,,,,,
8/22/69,NA,2809.027,2616.472,NA,NA,,,,,,,
8/23/69,NA,2817.522,2520.195,NA,NA,,,,,,,
8/24/69,NA,2650.452,2350.294,NA,NA,,,,,,,
8/25/69,NA,2919.462,2746.73,NA,NA,,,,,,,
8/26/69,NA,2848.67,2859.997,NA,NA,,,,,,,
8/27/69,NA,3092.195,2859.997,NA,NA,,,,,,,
8/28/69,NA,3131.838,3199.798,NA,NA,,,,,,,
8/29/69,NA,3055.383,3199.798,NA,NA,,,,,,,
8/30/69,NA,2987.422,2664.611,NA,NA,,,,,,,
8/31/69,NA,2684.433,2452.235,NA,NA,,,,,,,
9/1/69,NA,2673.106,2392.77,NA,NA,,,,,,,
9/2/69,NA,2438.076,2271.007,NA,NA,,,,,,,
9/3/69,NA,2511.7,2353.126,NA,NA,,,,,,,
9/4/69,NA,2406.928,2361.621,NA,NA,,,,,,,
9/5/69,NA,2760.888,2321.978,NA,NA,,,,,,,
9/6/69,NA,2729.74,2024.651,NA,NA,,,,,,,
9/7/69,NA,2486.215,2055.8,NA,NA,,,,,,,
9/8/69,NA,2395.601,2157.74,NA,NA,,,,,,,
9/9/69,NA,2302.156,2106.77,NA,NA,,,,,,,
9/10/69,NA,2095.443,1917.047,NA,NA,,,,,,,
9/11/69,NA,1979.344,2228.532,NA,NA,,,,,,,
9/12/69,NA,1885.899,2004.829,NA,NA,,,,,,,
9/13/69,NA,1800.948,2265.344,NA,NA,,,,,,,
9/14/69,NA,1922.711,1815.107,NA,NA,,,,,,,
9/15/69,NA,1877.404,2143.582,NA,NA,,,,,,,
9/16/69,NA,1806.612,2010.493,NA,NA,,,,,,,
9/17/69,NA,1979.344,1934.037,NA,NA,,,,,,,
9/18/69,NA,1863.245,2024.651,NA,NA,,,,,,,
9/19/69,NA,2188.889,1914.216,NA,NA,,,,,,,
9/20/69,NA,2169.067,1656.533,NA,NA,,,,,,,
9/21/69,NA,2044.473,1769.8,NA,NA,,,,,,,
9/22/69,NA,2157.74,1823.602,NA,NA,,,,,,,
9/23/69,NA,1948.196,1840.592,NA,NA,,,,,,,
9/24/69,NA,2239.859,2030.315,NA,NA,,,,,,,
9/25/69,NA,2118.097,2027.483,NA,NA,,,,,,,
9/26/69,NA,1931.206,2304.988,NA,NA,,,,,,,
9/27/69,NA,2035.978,2285.166,NA,NA,,,,,,,
9/28/69,NA,1905.721,1982.176,NA,NA,,,,,,,
9/29/69,NA,1871.74,2106.77,NA,NA,,,,,,,
9/30/69,NA,1874.572,2120.928,NA,NA,,,,,,,
10/1/69,NA,2004.829,2027.483,NA,NA,,,,,,,
10/2/69,NA,2287.997,1851.919,NA,NA,,,,,,,
10/3/69,NA,2069.958,2058.631,NA,NA,,,,,,,
10/4/69,NA,2013.324,2143.582,NA,NA,,,,,,,
10/5/69,NA,1891.562,2242.691,NA,NA,,,,,,,
10/6/69,NA,2231.364,2242.691,NA,NA,,,,,,,
10/7/69,NA,2355.958,2160.572,NA,NA,,,,,,,
10/8/69,NA,2248.354,2143.582,NA,NA,,,,,,,
10/9/69,NA,2319.146,2197.384,NA,NA,,,,,,,
10/10/69,NA,2372.948,2378.611,NA,NA,,,,,,,
10/11/69,NA,2443.74,2327.641,NA,NA,,,,,,,
10/12/69,NA,2265.344,2174.73,NA,NA,,,,,,,
10/13/69,NA,2092.612,2316.314,NA,NA,,,,,,,
10/14/69,NA,2004.829,2324.809,NA,NA,,,,,,,
10/15/69,NA,2157.74,2324.809,NA,NA,,,,,,,
10/16/69,NA,2030.315,2304.988,NA,NA,,,,,,,
10/17/69,NA,2075.621,2341.799,NA,NA,,,,,,,
10/18/69,NA,2092.612,2381.443,NA,NA,,,,,,,
10/19/69,NA,2254.017,2364.453,NA,NA,,,,,,,
10/20/69,NA,2319.146,2381.443,NA,NA,,,,,,,
10/21/69,NA,2276.671,2307.819,NA,NA,,,,,,,
10/22/69,NA,2412.591,2279.502,NA,NA,,,,,,,
10/23/69,NA,2523.027,2319.146,NA,NA,,,,,,,
10/24/69,NA,2616.472,2248.354,NA,NA,,,,,,,
10/25/69,NA,2494.71,2061.463,NA,NA,,,,,,,
10/26/69,NA,2486.215,2293.661,NA,NA,,,,,,,
10/27/69,NA,2421.086,2319.146,NA,NA,,,,,,,
10/28/69,NA,2500.373,2152.077,NA,NA,,,,,,,
10/29/69,NA,2327.641,1738.652,NA,NA,,,,,,,
10/30/69,NA,2319.146,1905.721,NA,NA,,,,,,,
10/31/69,NA,2041.641,1914.216,NA,NA,,,,,,,
11/1/69,NA,2004.829,2157.74,NA,NA,,,,,,,
11/2/69,NA,2177.562,2537.185,NA,NA,,,,,,,
11/3/69,NA,2319.146,2353.126,NA,NA,,,,,,,
11/4/69,NA,2387.106,2438.076,NA,NA,,,,,,,
11/5/69,NA,2755.225,2135.087,NA,NA,,,,,,,
11/6/69,NA,2508.868,2333.304,NA,NA,,,,,,,
11/7/69,NA,2268.176,2324.809,NA,NA,,,,,,,
11/8/69,NA,2112.433,2276.671,NA,NA,,,,,,,
11/9/69,NA,2166.235,2449.403,NA,NA,,,,,,,
11/10/69,NA,2494.71,2534.354,NA,NA,,,,,,,
11/11/69,NA,2576.829,2497.542,NA,NA,,,,,,,
11/12/69,NA,2381.443,2523.027,NA,NA,,,,,,,
11/13/69,NA,2415.423,2446.572,NA,NA,,,,,,,
11/14/69,NA,2273.839,2423.918,NA,NA,,,,,,,
11/15/69,NA,2392.77,2528.69,NA,NA,,,,,,,
11/16/69,NA,2415.423,2525.859,NA,NA,,,,,,,
11/17/69,NA,2571.165,2474.888,NA,NA,,,,,,,
11/18/69,NA,2596.651,2384.275,NA,NA,,,,,,,
11/19/69,NA,2746.73,2409.76,NA,NA,,,,,,,
11/20/69,NA,2571.165,2483.383,NA,NA,,,,,,,
11/21/69,NA,2576.829,2472.057,NA,NA,,,,,,,
11/22/69,NA,2896.809,2557.007,NA,NA,,,,,,,
11/23/69,NA,2616.472,2506.037,NA,NA,,,,,,,
11/24/69,NA,2806.195,2494.71,NA,NA,,,,,,,
11/25/69,NA,2698.591,2389.938,NA,NA,,,,,,,
11/26/69,NA,2616.472,2418.255,NA,NA,,,,,,,
11/27/69,NA,2755.225,2443.74,NA,NA,,,,,,,
11/28/69,NA,2896.809,2559.839,NA,NA,,,,,,,
11/29/69,NA,2106.77,2571.165,NA,NA,,,,,,,
11/30/69,NA,1987.839,2568.334,NA,NA,,,,,,,
12/1/69,NA,2126.592,2571.165,NA,NA,,,,,,,
12/2/69,NA,2228.532,2440.908,NA,NA,,,,,,,
12/3/69,NA,2540.017,2602.314,NA,NA,,,,,,,
12/4/69,NA,3029.898,2772.215,NA,NA,,,,,,,
12/5/69,NA,3038.393,2859.997,NA,NA,,,,,,,
12/6/69,NA,3012.908,2888.314,NA,NA,,,,,,,
12/7/69,NA,3018.571,2888.314,NA,NA,,,,,,,
12/8/69,NA,2981.759,2944.947,NA,NA,,,,,,,
12/9/69,NA,2899.64,2565.502,NA,NA,,,,,,,
12/10/69,NA,2681.601,2423.918,NA,NA,,,,,,,
12/11/69,NA,2483.383,2525.859,NA,NA,,,,,,,
12/12/69,NA,2024.651,2432.413,NA,NA,,,,,,,
12/13/69,NA,2981.759,2542.849,NA,NA,,,,,,,
12/14/69,NA,2667.443,2525.859,NA,NA,,,,,,,
12/15/69,NA,3041.224,2554.175,NA,NA,,,,,,,
12/16/69,NA,2970.432,2562.67,NA,NA,,,,,,,
12/17/69,NA,2950.611,2576.829,NA,NA,,,,,,,
12/18/69,NA,2933.62,2769.383,NA,NA,,,,,,,
12/19/69,NA,2658.948,3284.749,NA,NA,,,,,,,
12/20/69,NA,2607.977,2537.185,NA,NA,,,,,,,
12/21/69,NA,2486.215,2364.453,NA,NA,,,,,,,
12/22/69,NA,2463.562,2409.76,NA,NA,,,,,,,
12/23/69,NA,2336.136,2146.413,NA,NA,,,,,,,
12/24/69,NA,1860.414,2069.958,NA,NA,,,,,,,
12/25/69,NA,1735.82,2384.275,NA,NA,,,,,,,
12/26/69,NA,1851.919,2511.7,NA,NA,,,,,,,
12/27/69,NA,2038.81,2540.017,NA,NA,,,,,,,
12/28/69,NA,1815.107,2554.175,NA,NA,,,,,,,
12/29/69,NA,1755.642,2500.373,NA,NA,,,,,,,
12/30/69,NA,2180.394,2607.977,NA,NA,,,,,,,
12/31/69,NA,2517.364,2596.651,NA,NA,,,,,,,
1/1/70,NA,2293.661,2590.987,NA,NA,,,,,,,
1/2/70,NA,2517.364,2613.641,NA,NA,,,,,,,
1/3/70,NA,2630.631,2859.997,NA,NA,,,,,,,
1/4/70,NA,2582.492,3567.917,NA,NA,,,,,,,
1/5/70,NA,2500.373,2973.264,NA,NA,,,,,,,
1/6/70,NA,2523.027,3398.016,NA,NA,,,,,,,
1/7/70,NA,2641.957,3058.214,NA,NA,,,,,,,
1/8/70,NA,2653.284,2794.868,NA,NA,,,,,,,
1/9/70,NA,2670.274,2489.047,NA,NA,,,,,,,
1/10/70,NA,2721.244,2551.344,NA,NA,,,,,,,
1/11/70,NA,2503.205,2585.324,NA,NA,,,,,,,
1/12/70,NA,2508.868,2398.433,NA,NA,,,,,,,
1/13/70,NA,2517.364,1959.523,NA,NA,,,,,,,
1/14/70,NA,2455.067,1968.018,NA,NA,,,,,,,
1/15/70,NA,2438.076,2443.74,NA,NA,,,,,,,
1/16/70,NA,2480.552,2500.373,NA,NA,,,,,,,
1/17/70,NA,2418.255,2477.72,NA,NA,,,,,,,
1/18/70,NA,2118.097,2494.71,NA,NA,,,,,,,
1/19/70,NA,2214.374,2542.849,NA,NA,,,,,,,
1/20/70,NA,1834.929,2440.908,NA,NA,,,,,,,
1/21/70,NA,1039.227,2157.74,NA,NA,,,,,,,
1/22/70,NA,1469.642,1755.642,NA,NA,,,,,,,
1/23/70,NA,1486.632,1979.344,NA,NA,,,,,,,
1/24/70,NA,1396.018,1846.255,NA,NA,,,,,,,
1/25/70,NA,1758.473,1968.018,NA,NA,,,,,,,
1/26/70,NA,1749.978,2194.552,NA,NA,,,,,,,
1/27/70,NA,1486.632,1778.295,NA,NA,,,,,,,
1/28/70,NA,1687.681,1781.127,NA,NA,,,,,,,
1/29/70,NA,1696.176,2183.225,NA,NA,,,,,,,
1/30/70,NA,1551.761,2279.502,NA,NA,,,,,,,
1/31/70,NA,1514.949,1840.592,NA,NA,,,,,,,
2/1/70,NA,1421.503,1512.117,NA,NA,,,,,,,
2/2/70,NA,1529.107,2052.968,NA,NA,,,,,,,
2/3/70,NA,1472.474,2251.186,NA,NA,,,,,,,
2/4/70,NA,1483.8,2313.483,NA,NA,,,,,,,
2/5/70,NA,1438.493,1823.602,NA,NA,,,,,,,
2/6/70,NA,1325.226,1684.85,NA,NA,,,,,,,
2/7/70,NA,1316.731,1648.038,NA,NA,,,,,,,
2/8/70,NA,1500.79,2078.453,NA,NA,,,,,,,
2/9/70,NA,1435.662,2174.73,NA,NA,,,,,,,
2/10/70,NA,1194.969,2118.097,NA,NA,,,,,,,
2/11/70,NA,1183.642,2353.126,NA,NA,,,,,,,
2/12/70,NA,1373.365,2449.403,NA,NA,,,,,,,
2/13/70,NA,1444.157,2016.156,NA,NA,,,,,,,
2/14/70,NA,1500.79,2024.651,NA,NA,,,,,,,
2/15/70,NA,1540.434,1871.74,NA,NA,,,,,,,
2/16/70,NA,1812.275,2024.651,NA,NA,,,,,,,
2/17/70,NA,1749.978,1795.285,NA,NA,,,,,,,
2/18/70,NA,1786.79,2135.087,NA,NA,,,,,,,
2/19/70,NA,1656.533,1741.483,NA,NA,,,,,,,
2/20/70,NA,1631.048,1951.028,NA,NA,,,,,,,
